d,s,noise,rep,seed,method,fdr,tpr,shd,tp,fp,fn,estimated_edges,greedy_bic_gap,greedy_suboptimal,exact_greedy_jaccard
10,5,exponential,19,1062152,LOCAL_BIC_GREEDY,0.1111111111111111,0.8,6,16,2,4,18,0.0,False,1.0
10,5,exponential,19,1062152,STD_NOTEARS,0.6363636363636364,0.2,19,4,7,16,11,0.0,False,1.0
10,5,exponential,19,1062152,STD_LOCAL_BIC_EXACT,0.6363636363636364,0.2,19,4,7,16,11,0.0,False,1.0
10,5,gumbel,0,1062143,NOTEARS,0.1875,0.65,10,13,3,7,16,0.0,False,1.0
10,5,gumbel,0,1062143,LOCAL_BIC_EXACT,0.13333333333333333,0.65,9,13,2,7,15,0.0,False,1.0
10,5,gumbel,0,1062143,LOCAL_BIC_GREEDY,0.13333333333333333,0.65,9,13,2,7,15,0.0,False,1.0
10,5,gumbel,0,1062143,STD_NOTEARS,0.8181818181818182,0.1,22,2,9,18,11,0.0,False,1.0
10,5,gumbel,0,1062143,STD_LOCAL_BIC_EXACT,0.8,0.1,21,2,8,18,10,0.0,False,1.0
10,5,gumbel,1,1062144,NOTEARS,0.05555555555555555,0.85,4,17,1,3,18,0.0,False,1.0
10,5,gumbel,1,1062144,LOCAL_BIC_EXACT,0.0,0.85,3,17,0,3,17,0.0,False,1.0
10,5,gumbel,1,1062144,LOCAL_BIC_GREEDY,0.0,0.85,3,17,0,3,17,0.0,False,1.0
10,5,gumbel,1,1062144,STD_NOTEARS,0.9,0.05,22,1,9,19,10,0.0,False,1.0
10,5,gumbel,1,1062144,STD_LOCAL_BIC_EXACT,0.9,0.05,22,1,9,19,10,0.0,False,1.0
10,5,gumbel,2,1062145,NOTEARS,0.2692307692307692,0.95,8,19,7,1,26,0.0,False,1.0
10,5,gumbel,2,1062145,LOCAL_BIC_EXACT,0.0,0.95,1,19,0,1,19,0.0,False,1.0
10,5,gumbel,2,1062145,LOCAL_BIC_GREEDY,0.0,0.95,1,19,0,1,19,0.0,False,1.0
10,5,gumbel,2,1062145,STD_NOTEARS,0.7777777777777778,0.1,22,2,7,18,9,0.0,False,1.0
10,5,gumbel,2,1062145,STD_LOCAL_BIC_EXACT,0.7777777777777778,0.1,22,2,7,18,9,0.0,False,1.0
10,5,gumbel,3,1062146,NOTEARS,0.18181818181818182,0.9,6,18,4,2,22,0.0,False,1.0
10,5,gumbel,3,1062146,LOCAL_BIC_EXACT,0.05263157894736842,0.9,3,18,1,2,19,0.0,False,1.0
10,5,gumbel,3,1062146,LOCAL_BIC_GREEDY,0.05263157894736842,0.9,3,18,1,2,19,0.0,False,1.0
10,5,gumbel,3,1062146,STD_NOTEARS,0.7777777777777778,0.1,20,2,7,18,9,0.0,False,1.0
10,5,gumbel,3,1062146,STD_LOCAL_BIC_EXACT,0.7777777777777778,0.1,20,2,7,18,9,0.0,False,1.0
10,5,gumbel,4,1062147,NOTEARS,0.0,1.0,0,20,0,0,20,0.0,False,1.0
10,5,gumbel,4,1062147,LOCAL_BIC_EXACT,0.0,1.0,0,20,0,0,20,0.0,False,1.0
10,5,gumbel,4,1062147,LOCAL_BIC_GREEDY,0.0,1.0,0,20,0,0,20,0.0,False,1.0
10,5,gumbel,4,1062147,STD_NOTEARS,0.8,0.1,20,2,8,18,10,0.0,False,1.0
10,5,gumbel,4,1062147,STD_LOCAL_BIC_EXACT,0.8,0.1,20,2,8,18,10,0.0,False,1.0
10,5,gumbel,5,1062148,NOTEARS,0.37037037037037035,0.85,13,17,10,3,27,0.0,False,1.0
10,5,gumbel,5,1062148,LOCAL_BIC_EXACT,0.10526315789473684,0.85,5,17,2,3,19,0.0,False,1.0
10,5,gumbel,5,1062148,LOCAL_BIC_GREEDY,0.10526315789473684,0.85,5,17,2,3,19,0.0,False,1.0
10,5,gumbel,5,1062148,STD_NOTEARS,1.0,0.0,21,0,8,20,8,0.0,False,1.0
10,5,gumbel,5,1062148,STD_LOCAL_BIC_EXACT,1.0,0.0,21,0,8,20,8,0.0,False,1.0
10,5,gumbel,6,1062149,NOTEARS,0.17647058823529413,0.7,9,14,3,6,17,0.0,False,1.0
10,5,gumbel,6,1062149,LOCAL_BIC_EXACT,0.125,0.7,8,14,2,6,16,0.0,False,1.0
10,5,gumbel,6,1062149,LOCAL_BIC_GREEDY,0.125,0.7,8,14,2,6,16,0.0,False,1.0
10,5,gumbel,6,1062149,STD_NOTEARS,0.5454545454545454,0.25,16,5,6,15,11,0.0,False,1.0
10,5,gumbel,6,1062149,STD_LOCAL_BIC_EXACT,0.5454545454545454,0.25,16,5,6,15,11,0.0,False,1.0
10,5,gumbel,7,1062150,NOTEARS,0.38461538461538464,0.8,14,16,10,4,26,0.0,False,1.0
10,5,gumbel,7,1062150,LOCAL_BIC_EXACT,0.11764705882352941,0.75,7,15,2,5,17,0.0,False,1.0
10,5,gumbel,7,1062150,LOCAL_BIC_GREEDY,0.11764705882352941,0.75,7,15,2,5,17,0.0,False,1.0
10,5,gumbel,7,1062150,STD_NOTEARS,0.875,0.05,22,1,7,19,8,0.0,False,1.0
10,5,gumbel,7,1062150,STD_LOCAL_BIC_EXACT,0.875,0.05,22,1,7,19,8,0.0,False,1.0
10,5,gumbel,8,1062151,NOTEARS,0.2222222222222222,0.7,10,14,4,6,18,0.0,False,1.0
10,5,gumbel,8,1062151,LOCAL_BIC_EXACT,0.125,0.7,8,14,2,6,16,0.0,False,1.0
10,5,gumbel,8,1062151,LOCAL_BIC_GREEDY,0.125,0.7,8,14,2,6,16,0.0,False,1.0
10,5,gumbel,8,1062151,STD_NOTEARS,0.5,0.25,16,5,5,15,10,0.0,False,1.0
10,5,gumbel,8,1062151,STD_LOCAL_BIC_EXACT,0.4444444444444444,0.25,15,5,4,15,9,0.0,False,1.0
10,5,gumbel,9,1062152,NOTEARS,0.058823529411764705,0.8,5,16,1,4,17,0.0,False,1.0
10,5,gumbel,9,1062152,LOCAL_BIC_EXACT,0.0,0.8,4,16,0,4,16,0.0,False,1.0
10,5,gumbel,9,1062152,LOCAL_BIC_GREEDY,0.0,0.8,4,16,0,4,16,0.0,False,1.0
10,5,gumbel,9,1062152,STD_NOTEARS,0.6363636363636364,0.2,19,4,7,16,11,0.0,False,1.0
10,5,gumbel,9,1062152,STD_LOCAL_BIC_EXACT,0.6363636363636364,0.2,19,4,7,16,11,0.0,False,1.0
10,5,gumbel,10,1062153,NOTEARS,0.46153846153846156,0.7,17,14,12,6,26,0.0,False,1.0
10,5,gumbel,10,1062153,LOCAL_BIC_EXACT,0.3333333333333333,0.7,12,14,7,6,21,0.0,False,1.0
10,5,gumbel,10,1062153,LOCAL_BIC_GREEDY,0.3333333333333333,0.7,12,14,7,6,21,0.0,False,1.0
10,5,gumbel,10,1062153,STD_NOTEARS,0.8888888888888888,0.05,23,1,8,19,9,0.0,False,1.0
10,5,gumbel,10,1062153,STD_LOCAL_BIC_EXACT,0.8888888888888888,0.05,23,1,8,19,9,0.0,False,1.0
10,5,gumbel,11,1062154,NOTEARS,0.25,0.9,8,18,6,2,24,0.0,False,1.0
10,5,gumbel,11,1062154,LOCAL_BIC_EXACT,0.18181818181818182,0.9,6,18,4,2,22,0.0,False,1.0
10,5,gumbel,11,1062154,LOCAL_BIC_GREEDY,0.18181818181818182,0.9,6,18,4,2,22,0.0,False,1.0
10,5,gumbel,11,1062154,STD_NOTEARS,0.6,0.2,18,4,6,16,10,0.0,False,1.0
10,5,gumbel,11,1062154,STD_LOCAL_BIC_EXACT,0.6,0.2,18,4,6,16,10,0.0,False,1.0
10,5,gumbel,12,1062155,NOTEARS,0.09523809523809523,0.95,3,19,2,1,21,0.0,False,1.0
10,5,gumbel,12,1062155,LOCAL_BIC_EXACT,0.0,0.95,1,19,0,1,19,0.0,False,1.0
10,5,gumbel,12,1062155,LOCAL_BIC_GREEDY,0.0,0.95,1,19,0,1,19,0.0,False,1.0
10,5,gumbel,12,1062155,STD_NOTEARS,0.5833333333333334,0.25,17,5,7,15,12,0.0,False,1.0
10,5,gumbel,12,1062155,STD_LOCAL_BIC_EXACT,0.5833333333333334,0.25,17,5,7,15,12,0.0,False,1.0
10,5,gumbel,13,1062156,NOTEARS,0.1111111111111111,0.8,6,16,2,4,18,0.0,False,1.0
10,5,gumbel,13,1062156,LOCAL_BIC_EXACT,0.0,0.8,4,16,0,4,16,0.0,False,1.0
10,5,gumbel,13,1062156,LOCAL_BIC_GREEDY,0.0,0.8,4,16,0,4,16,0.0,False,1.0
10,5,gumbel,13,1062156,STD_NOTEARS,0.7,0.15,20,3,7,17,10,0.0,False,1.0
10,5,gumbel,13,1062156,STD_LOCAL_BIC_EXACT,0.7,0.15,20,3,7,17,10,0.0,False,1.0
10,5,gumbel,14,1062157,NOTEARS,0.05,0.95,1,19,1,1,20,0.0,False,1.0
10,5,gumbel,14,1062157,LOCAL_BIC_EXACT,0.05,0.95,1,19,1,1,20,0.0,False,1.0
10,5,gumbel,14,1062157,LOCAL_BIC_GREEDY,0.05,0.95,1,19,1,1,20,0.0,False,1.0
10,5,gumbel,14,1062157,STD_NOTEARS,0.4,0.3,16,6,4,14,10,0.0,False,1.0
10,5,gumbel,14,1062157,STD_LOCAL_BIC_EXACT,0.4,0.3,16,6,4,14,10,0.0,False,1.0
10,5,gumbel,15,1062158,NOTEARS,0.3157894736842105,0.65,13,13,6,7,19,0.0,False,1.0
10,5,gumbel,15,1062158,LOCAL_BIC_EXACT,0.07142857142857142,0.65,8,13,1,7,14,0.0,False,1.0
10,5,gumbel,15,1062158,LOCAL_BIC_GREEDY,0.07142857142857142,0.65,8,13,1,7,14,0.0,False,1.0
10,5,gumbel,15,1062158,STD_NOTEARS,0.7777777777777778,0.1,20,2,7,18,9,0.0,False,1.0
10,5,gumbel,15,1062158,STD_LOCAL_BIC_EXACT,0.7777777777777778,0.1,20,2,7,18,9,0.0,False,1.0
10,5,gumbel,16,1062159,NOTEARS,0.2608695652173913,0.85,8,17,6,3,23,0.0,False,1.0
10,5,gumbel,16,1062159,LOCAL_BIC_EXACT,0.15,0.85,5,17,3,3,20,0.0,False,1.0
10,5,gumbel,16,1062159,LOCAL_BIC_GREEDY,0.15,0.85,5,17,3,3,20,0.0,False,1.0
10,5,gumbel,16,1062159,STD_NOTEARS,0.8888888888888888,0.05,24,1,8,19,9,0.0,False,1.0
10,5,gumbel,16,1062159,STD_LOCAL_BIC_EXACT,0.8888888888888888,0.05,24,1,8,19,9,0.0,False,1.0
10,5,gumbel,17,1062160,NOTEARS,0.09090909090909091,1.0,2,20,2,0,22,0.0,False,1.0
10,5,gumbel,17,1062160,LOCAL_BIC_EXACT,0.0,1.0,0,20,0,0,20,0.0,False,1.0
10,5,gumbel,17,1062160,LOCAL_BIC_GREEDY,0.0,1.0,0,20,0,0,20,0.0,False,1.0
10,5,gumbel,17,1062160,STD_NOTEARS,0.7272727272727273,0.15,20,3,8,17,11,0.0,False,1.0
10,5,gumbel,17,1062160,STD_LOCAL_BIC_EXACT,0.7272727272727273,0.15,20,3,8,17,11,0.0,False,1.0
10,5,gumbel,18,1062161,NOTEARS,0.17647058823529413,0.7,9,14,3,6,17,0.0,False,1.0
10,5,gumbel,18,1062161,LOCAL_BIC_EXACT,0.125,0.7,8,14,2,6,16,0.0,False,1.0
10,5,gumbel,18,1062161,LOCAL_BIC_GREEDY,0.125,0.7,8,14,2,6,16,0.0,False,1.0
10,5,gumbel,18,1062161,STD_NOTEARS,0.4,0.3,17,6,4,14,10,0.0,False,1.0
10,5,gumbel,18,1062161,STD_LOCAL_BIC_EXACT,0.4,0.3,17,6,4,14,10,0.0,False,1.0
10,5,gumbel,19,1062162,NOTEARS,0.05555555555555555,0.85,4,17,1,3,18,0.0,False,1.0
10,5,gumbel,19,1062162,LOCAL_BIC_EXACT,0.05555555555555555,0.85,4,17,1,3,18,0.0,False,1.0
10,5,gumbel,19,1062162,LOCAL_BIC_GREEDY,0.05555555555555555,0.85,4,17,1,3,18,0.0,False,1.0
10,5,gumbel,19,1062162,STD_NOTEARS,0.9,0.05,21,1,9,19,10,0.0,False,1.0
10,5,gumbel,19,1062162,STD_LOCAL_BIC_EXACT,0.9,0.05,21,1,9,19,10,0.0,False,1.0
20,2,normal,0,2032123,NOTEARS,0.02631578947368421,0.925,4,37,1,3,38,0.0,False,1.0
20,2,normal,0,2032123,LOCAL_BIC_EXACT,0.02631578947368421,0.925,4,37,1,3,38,0.0,False,1.0
20,2,normal,0,2032123,LOCAL_BIC_GREEDY,0.02631578947368421,0.925,4,37,1,3,38,0.0,False,1.0
20,2,normal,0,2032123,STD_NOTEARS,0.5416666666666666,0.275,36,11,13,29,24,0.0,False,1.0
20,2,normal,0,2032123,STD_LOCAL_BIC_EXACT,0.5416666666666666,0.275,36,11,13,29,24,0.0,False,1.0
20,2,normal,1,2032124,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,1,2032124,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,1,2032124,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,1,2032124,STD_NOTEARS,0.64,0.225,36,9,16,31,25,0.0,False,1.0
20,2,normal,1,2032124,STD_LOCAL_BIC_EXACT,0.64,0.225,36,9,16,31,25,0.0,False,1.0
20,2,normal,2,2032125,NOTEARS,0.02702702702702703,0.9,4,36,1,4,37,0.0,False,1.0
20,2,normal,2,2032125,LOCAL_BIC_EXACT,0.02702702702702703,0.9,4,36,1,4,37,0.0,False,1.0
20,2,normal,2,2032125,LOCAL_BIC_GREEDY,0.02702702702702703,0.9,4,36,1,4,37,0.0,False,1.0
20,2,normal,2,2032125,STD_NOTEARS,0.5217391304347826,0.275,32,11,12,29,23,0.0,False,1.0
20,2,normal,2,2032125,STD_LOCAL_BIC_EXACT,0.5217391304347826,0.275,32,11,12,29,23,0.0,False,1.0
20,2,normal,3,2032126,NOTEARS,0.02631578947368421,0.925,3,37,1,3,38,0.0,False,1.0
20,2,normal,3,2032126,LOCAL_BIC_EXACT,0.02631578947368421,0.925,3,37,1,3,38,0.0,False,1.0
20,2,normal,3,2032126,LOCAL_BIC_GREEDY,0.02631578947368421,0.925,3,37,1,3,38,0.0,False,1.0
20,2,normal,3,2032126,STD_NOTEARS,0.6086956521739131,0.225,36,9,14,31,23,0.0,False,1.0
20,2,normal,3,2032126,STD_LOCAL_BIC_EXACT,0.6086956521739131,0.225,36,9,14,31,23,0.0,False,1.0
20,2,normal,4,2032127,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,4,2032127,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,4,2032127,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,4,2032127,STD_NOTEARS,0.8095238095238095,0.1,42,4,17,36,21,0.0,False,1.0
20,2,normal,4,2032127,STD_LOCAL_BIC_EXACT,0.8095238095238095,0.1,42,4,17,36,21,0.0,False,1.0
20,2,normal,5,2032128,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,5,2032128,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,5,2032128,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,5,2032128,STD_NOTEARS,0.5217391304347826,0.275,34,11,12,29,23,0.0,False,1.0
20,2,normal,5,2032128,STD_LOCAL_BIC_EXACT,0.5217391304347826,0.275,34,11,12,29,23,0.0,False,1.0
20,2,normal,6,2032129,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,6,2032129,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,6,2032129,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,6,2032129,STD_NOTEARS,0.6428571428571429,0.25,37,10,18,30,28,0.0,False,1.0
20,2,normal,6,2032129,STD_LOCAL_BIC_EXACT,0.6428571428571429,0.25,37,10,18,30,28,0.0,False,1.0
20,2,normal,7,2032130,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,7,2032130,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,7,2032130,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,7,2032130,STD_NOTEARS,0.75,0.15,41,6,18,34,24,0.0,False,1.0
20,2,normal,7,2032130,STD_LOCAL_BIC_EXACT,0.75,0.15,41,6,18,34,24,0.0,False,1.0
20,2,normal,8,2032131,NOTEARS,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,8,2032131,LOCAL_BIC_EXACT,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,8,2032131,LOCAL_BIC_GREEDY,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,8,2032131,STD_NOTEARS,0.7727272727272727,0.125,45,5,17,35,22,0.0,False,1.0
20,2,normal,8,2032131,STD_LOCAL_BIC_EXACT,0.7727272727272727,0.125,45,5,17,35,22,0.0,False,1.0
20,2,normal,9,2032132,NOTEARS,0.07894736842105263,0.875,7,35,3,5,38,0.0,False,1.0
20,2,normal,9,2032132,LOCAL_BIC_EXACT,0.07894736842105263,0.875,7,35,3,5,38,0.0,False,1.0
20,2,normal,9,2032132,LOCAL_BIC_GREEDY,0.07894736842105263,0.875,7,35,3,5,38,0.0,False,1.0
20,2,normal,9,2032132,STD_NOTEARS,0.64,0.225,37,9,16,31,25,0.0,False,1.0
20,2,normal,9,2032132,STD_LOCAL_BIC_EXACT,0.625,0.225,37,9,15,31,24,0.0,False,1.0
20,2,normal,10,2032133,NOTEARS,0.0,0.875,5,35,0,5,35,0.0,False,1.0
20,2,normal,10,2032133,LOCAL_BIC_EXACT,0.0,0.875,5,35,0,5,35,0.0,False,1.0
20,2,normal,10,2032133,LOCAL_BIC_GREEDY,0.0,0.875,5,35,0,5,35,0.0,False,1.0
20,2,normal,10,2032133,STD_NOTEARS,0.391304347826087,0.35,27,14,9,26,23,0.0,False,1.0
20,2,normal,10,2032133,STD_LOCAL_BIC_EXACT,0.391304347826087,0.35,27,14,9,26,23,0.0,False,1.0
20,2,normal,11,2032134,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,11,2032134,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,11,2032134,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,11,2032134,STD_NOTEARS,0.6,0.2,36,8,12,32,20,0.0,False,1.0
20,2,normal,11,2032134,STD_LOCAL_BIC_EXACT,0.6,0.2,36,8,12,32,20,0.0,False,1.0
20,2,normal,12,2032135,NOTEARS,0.07692307692307693,0.9,6,36,3,4,39,0.0,False,1.0
20,2,normal,12,2032135,LOCAL_BIC_EXACT,0.07692307692307693,0.9,6,36,3,4,39,0.0,False,1.0
20,2,normal,12,2032135,LOCAL_BIC_GREEDY,0.07692307692307693,0.9,6,36,3,4,39,0.0,False,1.0
20,2,normal,12,2032135,STD_NOTEARS,0.72,0.175,40,7,18,33,25,0.0,False,1.0
20,2,normal,12,2032135,STD_LOCAL_BIC_EXACT,0.72,0.175,40,7,18,33,25,0.0,False,1.0
20,2,normal,13,2032136,NOTEARS,0.15384615384615385,0.825,11,33,6,7,39,0.0,False,1.0
20,2,normal,13,2032136,LOCAL_BIC_EXACT,0.15384615384615385,0.825,11,33,6,7,39,0.0,False,1.0
20,2,normal,13,2032136,LOCAL_BIC_GREEDY,0.15384615384615385,0.825,11,33,6,7,39,0.0,False,1.0
20,2,normal,13,2032136,STD_NOTEARS,0.6086956521739131,0.225,40,9,14,31,23,0.0,False,1.0
20,2,normal,13,2032136,STD_LOCAL_BIC_EXACT,0.5909090909090909,0.225,39,9,13,31,22,0.0,False,1.0
20,2,normal,14,2032137,NOTEARS,0.15789473684210525,0.8,14,32,6,8,38,0.0,False,1.0
20,2,normal,14,2032137,LOCAL_BIC_EXACT,0.058823529411764705,0.8,10,32,2,8,34,0.0,False,1.0
20,2,normal,14,2032137,LOCAL_BIC_GREEDY,0.058823529411764705,0.8,10,32,2,8,34,0.0,False,1.0
20,2,normal,14,2032137,STD_NOTEARS,0.5909090909090909,0.225,38,9,13,31,22,0.0,False,1.0
20,2,normal,14,2032137,STD_LOCAL_BIC_EXACT,0.5909090909090909,0.225,38,9,13,31,22,0.0,False,1.0
20,2,normal,15,2032138,NOTEARS,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,15,2032138,LOCAL_BIC_EXACT,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,15,2032138,LOCAL_BIC_GREEDY,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,15,2032138,STD_NOTEARS,0.625,0.225,38,9,15,31,24,0.0,False,1.0
20,2,normal,15,2032138,STD_LOCAL_BIC_EXACT,0.625,0.225,38,9,15,31,24,0.0,False,1.0
20,2,normal,16,2032139,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,16,2032139,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,16,2032139,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,normal,16,2032139,STD_NOTEARS,0.6071428571428571,0.275,31,11,17,29,28,0.0,False,1.0
20,2,normal,16,2032139,STD_LOCAL_BIC_EXACT,0.6071428571428571,0.275,31,11,17,29,28,0.0,False,1.0
20,2,normal,17,2032140,NOTEARS,0.05405405405405406,0.875,6,35,2,5,37,0.0,False,1.0
20,2,normal,17,2032140,LOCAL_BIC_EXACT,0.05405405405405406,0.875,6,35,2,5,37,0.0,False,1.0
20,2,normal,17,2032140,LOCAL_BIC_GREEDY,0.05405405405405406,0.875,6,35,2,5,37,0.0,False,1.0
20,2,normal,17,2032140,STD_NOTEARS,0.5652173913043478,0.25,36,10,13,30,23,0.0,False,1.0
20,2,normal,17,2032140,STD_LOCAL_BIC_EXACT,0.5652173913043478,0.25,36,10,13,30,23,0.0,False,1.0
20,2,normal,18,2032141,NOTEARS,0.05555555555555555,0.85,8,34,2,6,36,0.0,False,1.0
20,2,normal,18,2032141,LOCAL_BIC_EXACT,0.05555555555555555,0.85,8,34,2,6,36,0.0,False,1.0
20,2,normal,18,2032141,LOCAL_BIC_GREEDY,0.05555555555555555,0.85,8,34,2,6,36,0.0,False,1.0
20,2,normal,18,2032141,STD_NOTEARS,0.47619047619047616,0.275,29,11,10,29,21,0.0,False,1.0
20,2,normal,18,2032141,STD_LOCAL_BIC_EXACT,0.47619047619047616,0.275,29,11,10,29,21,0.0,False,1.0
20,2,normal,19,2032142,NOTEARS,0.024390243902439025,1.0,1,40,1,0,41,0.0,False,1.0
20,2,normal,19,2032142,LOCAL_BIC_EXACT,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,19,2032142,LOCAL_BIC_GREEDY,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,normal,19,2032142,STD_NOTEARS,0.5652173913043478,0.25,34,10,13,30,23,0.0,False,1.0
20,2,normal,19,2032142,STD_LOCAL_BIC_EXACT,0.5652173913043478,0.25,34,10,13,30,23,0.0,False,1.0
20,2,exponential,0,2032133,NOTEARS,0.027777777777777776,0.875,5,35,1,5,36,0.0,False,1.0
20,2,exponential,0,2032133,LOCAL_BIC_EXACT,0.027777777777777776,0.875,5,35,1,5,36,0.0,False,1.0
20,2,exponential,0,2032133,LOCAL_BIC_GREEDY,0.027777777777777776,0.875,5,35,1,5,36,0.0,False,1.0
20,2,exponential,0,2032133,STD_NOTEARS,0.5416666666666666,0.275,31,11,13,29,24,0.0,False,1.0
20,2,exponential,0,2032133,STD_LOCAL_BIC_EXACT,0.5416666666666666,0.275,31,11,13,29,24,0.0,False,1.0
20,2,exponential,1,2032134,NOTEARS,0.05,0.95,3,38,2,2,40,0.0,False,1.0
20,2,exponential,1,2032134,LOCAL_BIC_EXACT,0.05,0.95,3,38,2,2,40,0.0,False,1.0
20,2,exponential,1,2032134,LOCAL_BIC_GREEDY,0.05,0.95,3,38,2,2,40,0.0,False,1.0
20,2,exponential,1,2032134,STD_NOTEARS,0.47368421052631576,0.25,32,10,9,30,19,0.0,False,1.0
20,2,exponential,1,2032134,STD_LOCAL_BIC_EXACT,0.47368421052631576,0.25,32,10,9,30,19,0.0,False,1.0
20,2,exponential,2,2032135,NOTEARS,0.07894736842105263,0.875,7,35,3,5,38,0.0,False,1.0
20,2,exponential,2,2032135,LOCAL_BIC_EXACT,0.07894736842105263,0.875,7,35,3,5,38,0.0,False,1.0
20,2,exponential,2,2032135,LOCAL_BIC_GREEDY,0.07894736842105263,0.875,7,35,3,5,38,0.0,False,1.0
20,2,exponential,2,2032135,STD_NOTEARS,0.7391304347826086,0.15,41,6,17,34,23,0.0,False,1.0
20,2,exponential,2,2032135,STD_LOCAL_BIC_EXACT,0.7391304347826086,0.15,41,6,17,34,23,0.0,False,1.0
20,2,exponential,3,2032136,NOTEARS,0.125,0.875,9,35,5,5,40,0.0,False,1.0
20,2,exponential,3,2032136,LOCAL_BIC_EXACT,0.125,0.875,9,35,5,5,40,0.0,False,1.0
20,2,exponential,3,2032136,LOCAL_BIC_GREEDY,0.125,0.875,9,35,5,5,40,0.0,False,1.0
20,2,exponential,3,2032136,STD_NOTEARS,0.5238095238095238,0.25,37,10,11,30,21,0.0,False,1.0
20,2,exponential,3,2032136,STD_LOCAL_BIC_EXACT,0.5238095238095238,0.25,37,10,11,30,21,0.0,False,1.0
20,2,exponential,4,2032137,NOTEARS,0.0,0.925,3,37,0,3,37,0.0,False,1.0
20,2,exponential,4,2032137,LOCAL_BIC_EXACT,0.0,0.925,3,37,0,3,37,0.0,False,1.0
20,2,exponential,4,2032137,LOCAL_BIC_GREEDY,0.0,0.925,3,37,0,3,37,0.0,False,1.0
20,2,exponential,4,2032137,STD_NOTEARS,0.7727272727272727,0.125,42,5,17,35,22,0.0,False,1.0
20,2,exponential,4,2032137,STD_LOCAL_BIC_EXACT,0.7727272727272727,0.125,42,5,17,35,22,0.0,False,1.0
20,2,exponential,5,2032138,NOTEARS,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,exponential,5,2032138,LOCAL_BIC_EXACT,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,exponential,5,2032138,LOCAL_BIC_GREEDY,0.0,1.0,0,40,0,0,40,0.0,False,1.0
20,2,exponential,5,2032138,STD_NOTEARS,0.7,0.15,42,6,14,34,20,0.0,False,1.0
20,2,exponential,5,2032138,STD_LOCAL_BIC_EXACT,0.7,0.15,42,6,14,34,20,0.0,False,1.0
20,2,exponential,6,2032139,NOTEARS,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,exponential,6,2032139,LOCAL_BIC_EXACT,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,exponential,6,2032139,LOCAL_BIC_GREEDY,0.0,0.975,1,39,0,1,39,0.0,False,1.0
20,2,exponential,6,2032139,STD_NOTEARS,0.6153846153846154,0.25,31,10,16,30,26,0.0,False,1.0
20,2,exponential,6,2032139,STD_LOCAL_BIC_EXACT,0.6153846153846154,0.25,31,10,16,30,26,0.0,False,1.0
20,2,exponential,7,2032140,NOTEARS,0.13157894736842105,0.825,9,33,5,7,38,0.0,False,1.0
20,2,exponential,7,2032140,LOCAL_BIC_EXACT,0.13157894736842105,0.825,9,33,5,7,38,0.0,False,1.0
