method,setting,rep,seed,d,n,name,true_edges,true_max_indegree,candidate_max_indegree,false_positive_ratio,missing_ratio,reversal_ratio,weak_fraction,error_regime,missing_achieved,reversals_achieved,false_positive_additions_achieved,varsortability,error_scale_ratio,candidate_edges,candidate_max_indegree_achieved,candidate_enumeration_fits,initial_pruning_pressure,candidate_bic,exact_bic,greedy_bic,candidate_to_exact_bic_improvement,greedy_bic_gap,greedy_suboptimal,exact_greedy_jaccard,exact_greedy_disagreement_edges,exact_runtime_seconds,greedy_runtime_seconds,exact_score_evaluations,greedy_score_evaluations,edges,true_positives,false_positives,false_negatives,reversals,fdr,tpr,shd
Exact local BIC,weak_fp,56,48751679,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9285714285714286,1.0,30,4,86,0.36666666666666664,291.40951859109356,231.83466658532478,231.83466658532478,59.574852005768776,0.0,False,1.0,0,0.014087099931202829,0.014248099992983043,86,65,19,19,0,1,0,0.0,0.95,1
Greedy local BIC,weak_fp,56,48751679,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9285714285714286,1.0,30,4,86,0.36666666666666664,291.40951859109356,231.83466658532478,231.83466658532478,59.574852005768776,0.0,False,1.0,0,0.014087099931202829,0.014248099992983043,86,65,19,19,0,1,0,0.0,0.95,1
Candidate,weak_fp,57,48751680,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8857142857142857,1.0,30,3,73,0.3333333333333333,174.93196528150602,120.87618128303478,120.87618128303478,54.05578399847124,0.0,False,1.0,0,0.012018500012345612,0.012727999943308532,73,60,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,57,48751680,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8857142857142857,1.0,30,3,73,0.3333333333333333,174.93196528150602,120.87618128303478,120.87618128303478,54.05578399847124,0.0,False,1.0,0,0.012018500012345612,0.012727999943308532,73,60,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,57,48751680,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8857142857142857,1.0,30,3,73,0.3333333333333333,174.93196528150602,120.87618128303478,120.87618128303478,54.05578399847124,0.0,False,1.0,0,0.012018500012345612,0.012727999943308532,73,60,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,58,48751681,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9130434782608695,1.0,30,4,85,0.3,440.80920067741425,391.82252526279007,391.82252526279007,48.98667541462419,0.0,False,1.0,0,0.01294769998639822,0.013962300028651953,85,64,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,58,48751681,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9130434782608695,1.0,30,4,85,0.3,440.80920067741425,391.82252526279007,391.82252526279007,48.98667541462419,0.0,False,1.0,0,0.01294769998639822,0.013962300028651953,85,64,21,20,1,0,0,0.047619047619047616,1.0,1
Greedy local BIC,weak_fp,58,48751681,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9130434782608695,1.0,30,4,85,0.3,440.80920067741425,391.82252526279007,391.82252526279007,48.98667541462419,0.0,False,1.0,0,0.01294769998639822,0.013962300028651953,85,64,21,20,1,0,0,0.047619047619047616,1.0,1
Candidate,weak_fp,59,48751682,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9583333333333334,1.0,30,4,87,0.3333333333333333,71.72829204244353,20.96185926411135,20.96185926411135,50.766432778332174,0.0,False,1.0,0,0.013413800043053925,0.014526200015097857,87,66,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,59,48751682,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9583333333333334,1.0,30,4,87,0.3333333333333333,71.72829204244353,20.96185926411135,20.96185926411135,50.766432778332174,0.0,False,1.0,0,0.013413800043053925,0.014526200015097857,87,66,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,59,48751682,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9583333333333334,1.0,30,4,87,0.3333333333333333,71.72829204244353,20.96185926411135,20.96185926411135,50.766432778332174,0.0,False,1.0,0,0.013413800043053925,0.014526200015097857,87,66,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,60,48751683,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9245283018867925,1.0,30,4,87,0.3333333333333333,414.3803821521689,360.4290971189755,360.4290971189755,53.951285033193415,0.0,False,1.0,0,0.013303200015798211,0.014408799936063588,87,67,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,60,48751683,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9245283018867925,1.0,30,4,87,0.3333333333333333,414.3803821521689,360.4290971189755,360.4290971189755,53.951285033193415,0.0,False,1.0,0,0.013303200015798211,0.014408799936063588,87,67,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,60,48751683,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9245283018867925,1.0,30,4,87,0.3333333333333333,414.3803821521689,360.4290971189755,360.4290971189755,53.951285033193415,0.0,False,1.0,0,0.013303200015798211,0.014408799936063588,87,67,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,61,48751684,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.896551724137931,1.0,30,4,83,0.36666666666666664,119.88033845150201,65.20702667838658,65.20702667838658,54.67331177311543,0.0,False,1.0,0,0.013288799906149507,0.01398179994430393,83,66,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,61,48751684,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.896551724137931,1.0,30,4,83,0.36666666666666664,119.88033845150201,65.20702667838658,65.20702667838658,54.67331177311543,0.0,False,1.0,0,0.013288799906149507,0.01398179994430393,83,66,19,19,0,1,0,0.0,0.95,1
Greedy local BIC,weak_fp,61,48751684,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.896551724137931,1.0,30,4,83,0.36666666666666664,119.88033845150201,65.20702667838658,65.20702667838658,54.67331177311543,0.0,False,1.0,0,0.013288799906149507,0.01398179994430393,83,66,19,19,0,1,0,0.0,0.95,1
Candidate,weak_fp,62,48751685,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9210526315789473,1.0,30,4,88,0.3333333333333333,190.57257014282837,141.02225209800733,141.02225209800733,49.55031804482104,0.0,False,1.0,0,0.013086299994029105,0.014371400000527501,88,65,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,62,48751685,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9210526315789473,1.0,30,4,88,0.3333333333333333,190.57257014282837,141.02225209800733,141.02225209800733,49.55031804482104,0.0,False,1.0,0,0.013086299994029105,0.014371400000527501,88,65,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,62,48751685,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9210526315789473,1.0,30,4,88,0.3333333333333333,190.57257014282837,141.02225209800733,141.02225209800733,49.55031804482104,0.0,False,1.0,0,0.013086299994029105,0.014371400000527501,88,65,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,63,48751686,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.926829268292683,1.0,30,4,80,0.36666666666666664,284.476096865469,232.6691801126779,232.6691801126779,51.806916752791096,0.0,False,1.0,0,0.012181000085547566,0.013166000018827617,80,58,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,63,48751686,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.926829268292683,1.0,30,4,80,0.36666666666666664,284.476096865469,232.6691801126779,232.6691801126779,51.806916752791096,0.0,False,1.0,0,0.012181000085547566,0.013166000018827617,80,58,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,63,48751686,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.926829268292683,1.0,30,4,80,0.36666666666666664,284.476096865469,232.6691801126779,232.6691801126779,51.806916752791096,0.0,False,1.0,0,0.012181000085547566,0.013166000018827617,80,58,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,64,48751687,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9285714285714286,1.0,30,3,73,0.36666666666666664,162.65952252047052,103.86248193479443,103.86248193479443,58.797040585676086,0.0,False,1.0,0,0.01118920010048896,0.01302780001424253,73,59,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,64,48751687,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9285714285714286,1.0,30,3,73,0.36666666666666664,162.65952252047052,103.86248193479443,103.86248193479443,58.797040585676086,0.0,False,1.0,0,0.01118920010048896,0.01302780001424253,73,59,19,19,0,1,0,0.0,0.95,1
Greedy local BIC,weak_fp,64,48751687,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9285714285714286,1.0,30,3,73,0.36666666666666664,162.65952252047052,103.86248193479443,103.86248193479443,58.797040585676086,0.0,False,1.0,0,0.01118920010048896,0.01302780001424253,73,59,19,19,0,1,0,0.0,0.95,1
Candidate,weak_fp,65,48751688,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9722222222222222,1.0,30,4,80,0.3333333333333333,425.3588256975831,376.81389836679995,376.81389836679995,48.54492733078314,0.0,False,1.0,0,0.01246180001180619,0.01430479995906353,80,59,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,65,48751688,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9722222222222222,1.0,30,4,80,0.3333333333333333,425.3588256975831,376.81389836679995,376.81389836679995,48.54492733078314,0.0,False,1.0,0,0.01246180001180619,0.01430479995906353,80,59,20,19,1,1,0,0.05,0.95,2
Greedy local BIC,weak_fp,65,48751688,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9722222222222222,1.0,30,4,80,0.3333333333333333,425.3588256975831,376.81389836679995,376.81389836679995,48.54492733078314,0.0,False,1.0,0,0.01246180001180619,0.01430479995906353,80,59,20,19,1,1,0,0.05,0.95,2
Candidate,weak_fp,66,48751689,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9523809523809523,1.0,30,6,133,0.3333333333333333,474.7989615447531,423.76721515814876,423.76721515814876,51.03174638660437,0.0,False,1.0,0,0.021131200017407537,0.018027100013568997,133,74,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,66,48751689,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9523809523809523,1.0,30,6,133,0.3333333333333333,474.7989615447531,423.76721515814876,423.76721515814876,51.03174638660437,0.0,False,1.0,0,0.021131200017407537,0.018027100013568997,133,74,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,66,48751689,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9523809523809523,1.0,30,6,133,0.3333333333333333,474.7989615447531,423.76721515814876,423.76721515814876,51.03174638660437,0.0,False,1.0,0,0.021131200017407537,0.018027100013568997,133,74,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,67,48751690,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,1.0,1.0,30,5,102,0.3333333333333333,350.9497184543588,298.367135102237,298.367135102237,52.58258335212179,0.0,False,1.0,0,0.014964399975724518,0.01440280000679195,102,66,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,67,48751690,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,1.0,1.0,30,5,102,0.3333333333333333,350.9497184543588,298.367135102237,298.367135102237,52.58258335212179,0.0,False,1.0,0,0.014964399975724518,0.01440280000679195,102,66,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,67,48751690,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,1.0,1.0,30,5,102,0.3333333333333333,350.9497184543588,298.367135102237,298.367135102237,52.58258335212179,0.0,False,1.0,0,0.014964399975724518,0.01440280000679195,102,66,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,68,48751691,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9473684210526315,1.0,30,4,86,0.3333333333333333,240.84726466331125,189.53394910539532,189.53394910539532,51.31331555791593,0.0,False,1.0,0,0.01427519996650517,0.015431700041517615,86,65,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,68,48751691,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9473684210526315,1.0,30,4,86,0.3333333333333333,240.84726466331125,189.53394910539532,189.53394910539532,51.31331555791593,0.0,False,1.0,0,0.01427519996650517,0.015431700041517615,86,65,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,68,48751691,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9473684210526315,1.0,30,4,86,0.3333333333333333,240.84726466331125,189.53394910539532,189.53394910539532,51.31331555791593,0.0,False,1.0,0,0.01427519996650517,0.015431700041517615,86,65,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,69,48751692,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8333333333333334,1.0,30,4,85,0.3333333333333333,42.96265717844862,-4.639596089189597,-4.639596089189597,47.60225326763822,0.0,False,1.0,0,0.01493289996869862,0.015990399988368154,85,67,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,69,48751692,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8333333333333334,1.0,30,4,85,0.3333333333333333,42.96265717844862,-4.639596089189597,-4.639596089189597,47.60225326763822,0.0,False,1.0,0,0.01493289996869862,0.015990399988368154,85,67,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,69,48751692,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8333333333333334,1.0,30,4,85,0.3333333333333333,42.96265717844862,-4.639596089189597,-4.639596089189597,47.60225326763822,0.0,False,1.0,0,0.01493289996869862,0.015990399988368154,85,67,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,70,48751693,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8461538461538461,1.0,30,4,95,0.3333333333333333,454.32021516719533,410.0457732933049,410.0457732933049,44.27444187389045,0.0,False,1.0,0,0.01562789990566671,0.015410299994982779,95,68,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,70,48751693,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8461538461538461,1.0,30,4,95,0.3333333333333333,454.32021516719533,410.0457732933049,410.0457732933049,44.27444187389045,0.0,False,1.0,0,0.01562789990566671,0.015410299994982779,95,68,19,19,0,1,0,0.0,0.95,1
Greedy local BIC,weak_fp,70,48751693,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8461538461538461,1.0,30,4,95,0.3333333333333333,454.32021516719533,410.0457732933049,410.0457732933049,44.27444187389045,0.0,False,1.0,0,0.01562789990566671,0.015410299994982779,95,68,19,19,0,1,0,0.0,0.95,1
Candidate,weak_fp,71,48751694,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9795918367346939,1.0,30,6,144,0.3333333333333333,64.82636051206435,11.734038257857426,11.734038257857426,53.09232225420693,0.0,False,1.0,0,0.020229600020684302,0.01577160006854683,144,76,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,71,48751694,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9795918367346939,1.0,30,6,144,0.3333333333333333,64.82636051206435,11.734038257857426,11.734038257857426,53.09232225420693,0.0,False,1.0,0,0.020229600020684302,0.01577160006854683,144,76,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,71,48751694,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9795918367346939,1.0,30,6,144,0.3333333333333333,64.82636051206435,11.734038257857426,11.734038257857426,53.09232225420693,0.0,False,1.0,0,0.020229600020684302,0.01577160006854683,144,76,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,72,48751695,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9142857142857143,1.0,30,5,103,0.3333333333333333,318.0722074307817,268.52866527057773,268.52866527057773,49.54354216020397,0.0,False,1.0,0,0.015643900027498603,0.014778000069782138,103,68,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,72,48751695,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9142857142857143,1.0,30,5,103,0.3333333333333333,318.0722074307817,268.52866527057773,268.52866527057773,49.54354216020397,0.0,False,1.0,0,0.015643900027498603,0.014778000069782138,103,68,20,19,1,1,0,0.05,0.95,2
Greedy local BIC,weak_fp,72,48751695,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9142857142857143,1.0,30,5,103,0.3333333333333333,318.0722074307817,268.52866527057773,268.52866527057773,49.54354216020397,0.0,False,1.0,0,0.015643900027498603,0.014778000069782138,103,68,20,19,1,1,0,0.05,0.95,2
Candidate,weak_fp,73,48751696,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9333333333333333,1.0,30,4,102,0.3333333333333333,486.9963558793798,437.58818274591,437.58818274591,49.4081731334698,0.0,False,1.0,0,0.014304000069387257,0.014846600010059774,102,70,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,73,48751696,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9333333333333333,1.0,30,4,102,0.3333333333333333,486.9963558793798,437.58818274591,437.58818274591,49.4081731334698,0.0,False,1.0,0,0.014304000069387257,0.014846600010059774,102,70,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,73,48751696,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9333333333333333,1.0,30,4,102,0.3333333333333333,486.9963558793798,437.58818274591,437.58818274591,49.4081731334698,0.0,False,1.0,0,0.014304000069387257,0.014846600010059774,102,70,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,74,48751697,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8709677419354839,1.0,30,4,86,0.3,85.60386226046845,34.44299185773089,34.44299185773089,51.16087040273756,0.0,False,1.0,0,0.012531200074590743,0.013465799973346293,86,61,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,74,48751697,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8709677419354839,1.0,30,4,86,0.3,85.60386226046845,34.44299185773089,34.44299185773089,51.16087040273756,0.0,False,1.0,0,0.012531200074590743,0.013465799973346293,86,61,21,20,1,0,0,0.047619047619047616,1.0,1
Greedy local BIC,weak_fp,74,48751697,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8709677419354839,1.0,30,4,86,0.3,85.60386226046845,34.44299185773089,34.44299185773089,51.16087040273756,0.0,False,1.0,0,0.012531200074590743,0.013465799973346293,86,61,21,20,1,0,0,0.047619047619047616,1.0,1
Candidate,weak_fp,75,48751698,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9545454545454546,1.0,30,5,105,0.3,279.47223485010164,228.58277994331448,228.58277994331448,50.889454906787165,0.0,False,1.0,0,0.017546200077049434,0.014251400018110871,105,67,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,75,48751698,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9545454545454546,1.0,30,5,105,0.3,279.47223485010164,228.58277994331448,228.58277994331448,50.889454906787165,0.0,False,1.0,0,0.017546200077049434,0.014251400018110871,105,67,21,20,1,0,0,0.047619047619047616,1.0,1
Greedy local BIC,weak_fp,75,48751698,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9545454545454546,1.0,30,5,105,0.3,279.47223485010164,228.58277994331448,228.58277994331448,50.889454906787165,0.0,False,1.0,0,0.017546200077049434,0.014251400018110871,105,67,21,20,1,0,0,0.047619047619047616,1.0,1
Candidate,weak_fp,76,48751699,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8974358974358975,1.0,30,4,88,0.3333333333333333,0.9581419444381059,-49.02423150279422,-49.02423150279422,49.98237344723233,0.0,False,1.0,0,0.013158799964003265,0.01319229998625815,88,66,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,76,48751699,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8974358974358975,1.0,30,4,88,0.3333333333333333,0.9581419444381059,-49.02423150279422,-49.02423150279422,49.98237344723233,0.0,False,1.0,0,0.013158799964003265,0.01319229998625815,88,66,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,76,48751699,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8974358974358975,1.0,30,4,88,0.3333333333333333,0.9581419444381059,-49.02423150279422,-49.02423150279422,49.98237344723233,0.0,False,1.0,0,0.013158799964003265,0.01319229998625815,88,66,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,77,48751700,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9,1.0,30,4,89,0.3333333333333333,147.50740789989652,98.0988140953937,98.0988140953937,49.408593804502814,0.0,False,1.0,0,0.012944399961270392,0.01581919996533543,89,68,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,77,48751700,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9,1.0,30,4,89,0.3333333333333333,147.50740789989652,98.0988140953937,98.0988140953937,49.408593804502814,0.0,False,1.0,0,0.012944399961270392,0.01581919996533543,89,68,20,19,1,1,0,0.05,0.95,2
Greedy local BIC,weak_fp,77,48751700,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9,1.0,30,4,89,0.3333333333333333,147.50740789989652,98.0988140953937,98.0988140953937,49.408593804502814,0.0,False,1.0,0,0.012944399961270392,0.01581919996533543,89,68,20,19,1,1,0,0.05,0.95,2
Candidate,weak_fp,78,48751701,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9354838709677419,1.0,30,5,104,0.3333333333333333,420.6614293456491,366.3227125013692,366.3227125013692,54.33871684427987,0.0,False,1.0,0,0.015349199995398521,0.013902500038966537,104,69,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,78,48751701,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9354838709677419,1.0,30,5,104,0.3333333333333333,420.6614293456491,366.3227125013692,366.3227125013692,54.33871684427987,0.0,False,1.0,0,0.015349199995398521,0.013902500038966537,104,69,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,78,48751701,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9354838709677419,1.0,30,5,104,0.3333333333333333,420.6614293456491,366.3227125013692,366.3227125013692,54.33871684427987,0.0,False,1.0,0,0.015349199995398521,0.013902500038966537,104,69,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,79,48751702,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8536585365853658,1.0,30,5,105,0.3333333333333333,167.40530851613403,120.84488583472628,120.84488583472628,46.56042268140774,0.0,False,1.0,0,0.01523410005029291,0.014650700031779706,105,68,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,79,48751702,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8536585365853658,1.0,30,5,105,0.3333333333333333,167.40530851613403,120.84488583472628,120.84488583472628,46.56042268140774,0.0,False,1.0,0,0.01523410005029291,0.014650700031779706,105,68,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,79,48751702,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.8536585365853658,1.0,30,5,105,0.3333333333333333,167.40530851613403,120.84488583472628,120.84488583472628,46.56042268140774,0.0,False,1.0,0,0.01523410005029291,0.014650700031779706,105,68,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,80,48751703,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.972972972972973,1.0,30,4,83,0.3333333333333333,209.30911809878302,157.6810894324346,157.6810894324346,51.62802866634843,0.0,False,1.0,0,0.014129100018180907,0.014130500028841197,83,64,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,80,48751703,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.972972972972973,1.0,30,4,83,0.3333333333333333,209.30911809878302,157.6810894324346,157.6810894324346,51.62802866634843,0.0,False,1.0,0,0.014129100018180907,0.014130500028841197,83,64,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,weak_fp,80,48751703,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.972972972972973,1.0,30,4,83,0.3333333333333333,209.30911809878302,157.6810894324346,157.6810894324346,51.62802866634843,0.0,False,1.0,0,0.014129100018180907,0.014130500028841197,83,64,20,20,0,0,0,0.0,1.0,0
Candidate,weak_fp,81,48751704,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9,1.0,30,4,91,0.36666666666666664,68.43635240759306,17.496696464682742,17.496696464682742,50.93965594291032,0.0,False,1.0,0,0.013834600104019046,0.014531000051647425,91,68,30,20,10,0,0,0.3333333333333333,1.0,10
Exact local BIC,weak_fp,81,48751704,20,500,weak_fp,20,3,5,0.5,0.0,0.0,0.3,homoskedastic,0,0,10,0.9,1.0,30,4,91,0.36666666666666664,68.43635240759306,17.496696464682742,17.496696464682742,50.93965594291032,0.0,False,1.0,0,0.013834600104019046,0.014531000051647425,91,68,19,19,0,1,0,0.0,0.95,1
