method,setting,rep,seed,d,n,name,true_edges,true_max_indegree,candidate_max_indegree,false_positive_ratio,missing_ratio,reversal_ratio,weak_fraction,error_regime,missing_achieved,reversals_achieved,false_positive_additions_achieved,varsortability,error_scale_ratio,candidate_edges,candidate_max_indegree_achieved,candidate_enumeration_fits,initial_pruning_pressure,candidate_bic,exact_bic,greedy_bic,candidate_to_exact_bic_improvement,greedy_bic_gap,greedy_suboptimal,exact_greedy_jaccard,exact_greedy_disagreement_edges,exact_runtime_seconds,greedy_runtime_seconds,exact_score_evaluations,greedy_score_evaluations,edges,true_positives,false_positives,false_negatives,reversals,fdr,tpr,shd
Exact local BIC,clean_sparse,95,48151718,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.96875,1.0,20,3,59,0.0,160.03173093306265,160.03173093306265,160.03173093306265,0.0,0.0,False,1.0,0,0.009665900026448071,0.011273400043137372,59,40,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,clean_sparse,95,48151718,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.96875,1.0,20,3,59,0.0,160.03173093306265,160.03173093306265,160.03173093306265,0.0,0.0,False,1.0,0,0.009665900026448071,0.011273400043137372,59,40,20,20,0,0,0,0.0,1.0,0
Candidate,clean_sparse,96,48151719,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,1.0,1.0,20,3,51,0.0,132.20047906563852,132.20047906563852,132.20047906563852,0.0,0.0,False,1.0,0,0.008760299999266863,0.010229399893432856,51,40,20,20,0,0,0,0.0,1.0,0
Exact local BIC,clean_sparse,96,48151719,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,1.0,1.0,20,3,51,0.0,132.20047906563852,132.20047906563852,132.20047906563852,0.0,0.0,False,1.0,0,0.008760299999266863,0.010229399893432856,51,40,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,clean_sparse,96,48151719,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,1.0,1.0,20,3,51,0.0,132.20047906563852,132.20047906563852,132.20047906563852,0.0,0.0,False,1.0,0,0.008760299999266863,0.010229399893432856,51,40,20,20,0,0,0,0.0,1.0,0
Candidate,clean_sparse,97,48151720,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9696969696969697,1.0,20,3,49,0.0,105.15761230330541,105.15761230330541,105.15761230330541,0.0,0.0,False,1.0,0,0.007863300037570298,0.010465699946507812,49,40,20,20,0,0,0,0.0,1.0,0
Exact local BIC,clean_sparse,97,48151720,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9696969696969697,1.0,20,3,49,0.0,105.15761230330541,105.15761230330541,105.15761230330541,0.0,0.0,False,1.0,0,0.007863300037570298,0.010465699946507812,49,40,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,clean_sparse,97,48151720,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9696969696969697,1.0,20,3,49,0.0,105.15761230330541,105.15761230330541,105.15761230330541,0.0,0.0,False,1.0,0,0.007863300037570298,0.010465699946507812,49,40,20,20,0,0,0,0.0,1.0,0
Candidate,clean_sparse,98,48151721,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9696969696969697,1.0,20,3,49,0.0,115.54250255589538,115.54250255589538,115.54250255589538,0.0,0.0,False,1.0,0,0.009412400075234473,0.010606499970890582,49,40,20,20,0,0,0,0.0,1.0,0
Exact local BIC,clean_sparse,98,48151721,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9696969696969697,1.0,20,3,49,0.0,115.54250255589538,115.54250255589538,115.54250255589538,0.0,0.0,False,1.0,0,0.009412400075234473,0.010606499970890582,49,40,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,clean_sparse,98,48151721,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9696969696969697,1.0,20,3,49,0.0,115.54250255589538,115.54250255589538,115.54250255589538,0.0,0.0,False,1.0,0,0.009412400075234473,0.010606499970890582,49,40,20,20,0,0,0,0.0,1.0,0
Candidate,clean_sparse,99,48151722,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9354838709677419,1.0,20,3,57,0.0,266.25593554852276,266.25593554852276,266.25593554852276,0.0,0.0,False,1.0,0,0.008934199926443398,0.011183299939148128,57,40,20,20,0,0,0,0.0,1.0,0
Exact local BIC,clean_sparse,99,48151722,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9354838709677419,1.0,20,3,57,0.0,266.25593554852276,266.25593554852276,266.25593554852276,0.0,0.0,False,1.0,0,0.008934199926443398,0.011183299939148128,57,40,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,clean_sparse,99,48151722,20,500,clean_sparse,20,3,4,0.0,0.0,0.0,0.0,homoskedastic,0,0,0,0.9354838709677419,1.0,20,3,57,0.0,266.25593554852276,266.25593554852276,266.25593554852276,0.0,0.0,False,1.0,0,0.008934199926443398,0.011183299939148128,57,40,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,0,48251623,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9230769230769231,1.0,25,4,78,0.2,163.3211353248245,144.0077774057149,144.0077774057149,19.313357919109592,0.0,False,1.0,0,0.012000099988654256,0.012569600017741323,78,55,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,0,48251623,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9230769230769231,1.0,25,4,78,0.2,163.3211353248245,144.0077774057149,144.0077774057149,19.313357919109592,0.0,False,1.0,0,0.012000099988654256,0.012569600017741323,78,55,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,0,48251623,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9230769230769231,1.0,25,4,78,0.2,163.3211353248245,144.0077774057149,144.0077774057149,19.313357919109592,0.0,False,1.0,0,0.012000099988654256,0.012569600017741323,78,55,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,1,48251624,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9302325581395349,1.0,25,4,68,0.2,103.84419202657186,76.04026248005944,76.04026248005944,27.80392954651242,0.0,False,1.0,0,0.010426799999549985,0.01217450003605336,68,54,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,1,48251624,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9302325581395349,1.0,25,4,68,0.2,103.84419202657186,76.04026248005944,76.04026248005944,27.80392954651242,0.0,False,1.0,0,0.010426799999549985,0.01217450003605336,68,54,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,1,48251624,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9302325581395349,1.0,25,4,68,0.2,103.84419202657186,76.04026248005944,76.04026248005944,27.80392954651242,0.0,False,1.0,0,0.010426799999549985,0.01217450003605336,68,54,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,2,48251625,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9433962264150944,1.0,25,4,71,0.2,329.19378121349007,299.12622192396043,299.12622192396043,30.06755928952964,0.0,False,1.0,0,0.01222650008276105,0.013355899951420724,71,52,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,2,48251625,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9433962264150944,1.0,25,4,71,0.2,329.19378121349007,299.12622192396043,299.12622192396043,30.06755928952964,0.0,False,1.0,0,0.01222650008276105,0.013355899951420724,71,52,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,2,48251625,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9433962264150944,1.0,25,4,71,0.2,329.19378121349007,299.12622192396043,299.12622192396043,30.06755928952964,0.0,False,1.0,0,0.01222650008276105,0.013355899951420724,71,52,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,3,48251626,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,79,0.2,486.9116146093147,463.14853525705524,463.14853525705524,23.763079352259467,0.0,False,1.0,0,0.01137590000871569,0.011998099973425269,79,55,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,3,48251626,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,79,0.2,486.9116146093147,463.14853525705524,463.14853525705524,23.763079352259467,0.0,False,1.0,0,0.01137590000871569,0.011998099973425269,79,55,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,3,48251626,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,79,0.2,486.9116146093147,463.14853525705524,463.14853525705524,23.763079352259467,0.0,False,1.0,0,0.01137590000871569,0.011998099973425269,79,55,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,4,48251627,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.8837209302325582,1.0,25,3,63,0.2,157.73339803346653,129.71857950029036,129.71857950029036,28.014818533176168,0.0,False,1.0,0,0.0098987000528723,0.013253599987365305,63,50,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,4,48251627,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.8837209302325582,1.0,25,3,63,0.2,157.73339803346653,129.71857950029036,129.71857950029036,28.014818533176168,0.0,False,1.0,0,0.0098987000528723,0.013253599987365305,63,50,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,4,48251627,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.8837209302325582,1.0,25,3,63,0.2,157.73339803346653,129.71857950029036,129.71857950029036,28.014818533176168,0.0,False,1.0,0,0.0098987000528723,0.013253599987365305,63,50,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,5,48251628,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.94,1.0,25,4,75,0.2,150.6142758651361,124.19963400302557,124.19963400302557,26.414641862110543,0.0,False,1.0,0,0.010432400042191148,0.011892099981196225,75,52,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,5,48251628,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.94,1.0,25,4,75,0.2,150.6142758651361,124.19963400302557,124.19963400302557,26.414641862110543,0.0,False,1.0,0,0.010432400042191148,0.011892099981196225,75,52,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,5,48251628,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.94,1.0,25,4,75,0.2,150.6142758651361,124.19963400302557,124.19963400302557,26.414641862110543,0.0,False,1.0,0,0.010432400042191148,0.011892099981196225,75,52,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,6,48251629,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.8823529411764706,1.0,25,4,68,0.2,139.6056061609201,114.13817193303443,114.13817193303443,25.467434227885676,0.0,False,1.0,0,0.011797599960118532,0.011596900061704218,68,53,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,6,48251629,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.8823529411764706,1.0,25,4,68,0.2,139.6056061609201,114.13817193303443,114.13817193303443,25.467434227885676,0.0,False,1.0,0,0.011797599960118532,0.011596900061704218,68,53,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,6,48251629,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.8823529411764706,1.0,25,4,68,0.2,139.6056061609201,114.13817193303443,114.13817193303443,25.467434227885676,0.0,False,1.0,0,0.011797599960118532,0.011596900061704218,68,53,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,7,48251630,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9655172413793104,1.0,25,3,68,0.2,279.63353432544966,258.07973472205936,258.07973472205936,21.553799603390303,0.0,False,1.0,0,0.0105996000347659,0.011823900043964386,68,52,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,7,48251630,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9655172413793104,1.0,25,3,68,0.2,279.63353432544966,258.07973472205936,258.07973472205936,21.553799603390303,0.0,False,1.0,0,0.0105996000347659,0.011823900043964386,68,52,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,7,48251630,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9655172413793104,1.0,25,3,68,0.2,279.63353432544966,258.07973472205936,258.07973472205936,21.553799603390303,0.0,False,1.0,0,0.0105996000347659,0.011823900043964386,68,52,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,8,48251631,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,76,0.2,145.29991420054998,117.47677070336967,117.47677070336967,27.82314349718031,0.0,False,1.0,0,0.011052000103518367,0.011771799996495247,76,55,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,8,48251631,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,76,0.2,145.29991420054998,117.47677070336967,117.47677070336967,27.82314349718031,0.0,False,1.0,0,0.011052000103518367,0.011771799996495247,76,55,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,8,48251631,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,76,0.2,145.29991420054998,117.47677070336967,117.47677070336967,27.82314349718031,0.0,False,1.0,0,0.011052000103518367,0.011771799996495247,76,55,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,9,48251632,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,3,61,0.2,154.5420441217046,124.15938871668351,124.15938871668351,30.382655405021097,0.0,False,1.0,0,0.010088499984703958,0.01174889993853867,61,48,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,9,48251632,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,3,61,0.2,154.5420441217046,124.15938871668351,124.15938871668351,30.382655405021097,0.0,False,1.0,0,0.010088499984703958,0.01174889993853867,61,48,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,9,48251632,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,3,61,0.2,154.5420441217046,124.15938871668351,124.15938871668351,30.382655405021097,0.0,False,1.0,0,0.010088499984703958,0.01174889993853867,61,48,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,10,48251633,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,75,0.2,366.3231482761963,345.0239854435597,345.0239854435597,21.299162832636625,0.0,False,1.0,0,0.011945600039325655,0.014273100066930056,75,55,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,10,48251633,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,75,0.2,366.3231482761963,345.0239854435597,345.0239854435597,21.299162832636625,0.0,False,1.0,0,0.011945600039325655,0.014273100066930056,75,55,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,10,48251633,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,75,0.2,366.3231482761963,345.0239854435597,345.0239854435597,21.299162832636625,0.0,False,1.0,0,0.011945600039325655,0.014273100066930056,75,55,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,11,48251634,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.925,1.0,25,4,74,0.2,327.7758836619849,299.6644154291567,299.6644154291567,28.1114682328282,0.0,False,1.0,0,0.01227230008225888,0.012148200068622828,74,53,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,11,48251634,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.925,1.0,25,4,74,0.2,327.7758836619849,299.6644154291567,299.6644154291567,28.1114682328282,0.0,False,1.0,0,0.01227230008225888,0.012148200068622828,74,53,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,11,48251634,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.925,1.0,25,4,74,0.2,327.7758836619849,299.6644154291567,299.6644154291567,28.1114682328282,0.0,False,1.0,0,0.01227230008225888,0.012148200068622828,74,53,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,12,48251635,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,3,64,0.2,434.0854531191213,408.1330450827961,408.1330450827961,25.95240803632521,0.0,False,1.0,0,0.011213500052690506,0.013127000071108341,64,51,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,12,48251635,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,3,64,0.2,434.0854531191213,408.1330450827961,408.1330450827961,25.95240803632521,0.0,False,1.0,0,0.011213500052690506,0.013127000071108341,64,51,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,12,48251635,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,3,64,0.2,434.0854531191213,408.1330450827961,408.1330450827961,25.95240803632521,0.0,False,1.0,0,0.011213500052690506,0.013127000071108341,64,51,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,13,48251636,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9714285714285714,1.0,25,4,76,0.2,432.08876821008226,407.2265957269889,407.2265957269889,24.86217248309339,0.0,False,1.0,0,0.011422600015066564,0.012010700069367886,76,53,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,13,48251636,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9714285714285714,1.0,25,4,76,0.2,432.08876821008226,407.2265957269889,407.2265957269889,24.86217248309339,0.0,False,1.0,0,0.011422600015066564,0.012010700069367886,76,53,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,13,48251636,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9714285714285714,1.0,25,4,76,0.2,432.08876821008226,407.2265957269889,407.2265957269889,24.86217248309339,0.0,False,1.0,0,0.011422600015066564,0.012010700069367886,76,53,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,14,48251637,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,85,0.2,440.3673120205323,411.30893441413366,411.30893441413366,29.058377606398665,0.0,False,1.0,0,0.014286700054071844,0.012906000018119812,85,57,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,14,48251637,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,85,0.2,440.3673120205323,411.30893441413366,411.30893441413366,29.058377606398665,0.0,False,1.0,0,0.014286700054071844,0.012906000018119812,85,57,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,14,48251637,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,85,0.2,440.3673120205323,411.30893441413366,411.30893441413366,29.058377606398665,0.0,False,1.0,0,0.014286700054071844,0.012906000018119812,85,57,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,15,48251638,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9722222222222222,1.0,25,3,60,0.2,296.6601585957989,273.96969836300053,273.96969836300053,22.690460232798387,0.0,False,1.0,0,0.009662500000558794,0.012109900009818375,60,50,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,15,48251638,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9722222222222222,1.0,25,3,60,0.2,296.6601585957989,273.96969836300053,273.96969836300053,22.690460232798387,0.0,False,1.0,0,0.009662500000558794,0.012109900009818375,60,50,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,15,48251638,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9722222222222222,1.0,25,3,60,0.2,296.6601585957989,273.96969836300053,273.96969836300053,22.690460232798387,0.0,False,1.0,0,0.009662500000558794,0.012109900009818375,60,50,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,16,48251639,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,75,0.16,388.8362303946172,364.69039428124603,364.69039428124603,24.14583611337116,0.0,False,1.0,0,0.011180000030435622,0.01181600010022521,75,53,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,16,48251639,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,75,0.16,388.8362303946172,364.69039428124603,364.69039428124603,24.14583611337116,0.0,False,1.0,0,0.011180000030435622,0.01181600010022521,75,53,21,20,1,0,0,0.047619047619047616,1.0,1
Greedy local BIC,fp_025,16,48251639,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,75,0.16,388.8362303946172,364.69039428124603,364.69039428124603,24.14583611337116,0.0,False,1.0,0,0.011180000030435622,0.01181600010022521,75,53,21,20,1,0,0,0.047619047619047616,1.0,1
Candidate,fp_025,17,48251640,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9705882352941176,1.0,25,4,75,0.2,216.0912201892737,192.9091004779795,192.9091004779795,23.182119711294206,0.0,False,1.0,0,0.01202490006107837,0.012750199995934963,75,54,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,17,48251640,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9705882352941176,1.0,25,4,75,0.2,216.0912201892737,192.9091004779795,192.9091004779795,23.182119711294206,0.0,False,1.0,0,0.01202490006107837,0.012750199995934963,75,54,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,17,48251640,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.9705882352941176,1.0,25,4,75,0.2,216.0912201892737,192.9091004779795,192.9091004779795,23.182119711294206,0.0,False,1.0,0,0.01202490006107837,0.012750199995934963,75,54,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,18,48251641,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,74,0.2,400.03000468918447,370.4235126645462,370.4235126645462,29.60649202463827,0.0,False,1.0,0,0.011921699973754585,0.015147199970670044,74,53,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,18,48251641,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,74,0.2,400.03000468918447,370.4235126645462,370.4235126645462,29.60649202463827,0.0,False,1.0,0,0.011921699973754585,0.015147199970670044,74,53,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,18,48251641,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,74,0.2,400.03000468918447,370.4235126645462,370.4235126645462,29.60649202463827,0.0,False,1.0,0,0.011921699973754585,0.015147199970670044,74,53,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,19,48251642,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,80,0.2,-27.991156632105106,-55.00070718489006,-55.00070718489006,27.009550552784955,0.0,False,1.0,0,0.013875100063160062,0.015313600073568523,80,57,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,19,48251642,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,80,0.2,-27.991156632105106,-55.00070718489006,-55.00070718489006,27.009550552784955,0.0,False,1.0,0,0.013875100063160062,0.015313600073568523,80,57,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,19,48251642,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,4,80,0.2,-27.991156632105106,-55.00070718489006,-55.00070718489006,27.009550552784955,0.0,False,1.0,0,0.013875100063160062,0.015313600073568523,80,57,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,20,48251643,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,5,92,0.2,218.8178587545225,193.77718739181208,193.77718739181208,25.040671362710412,0.0,False,1.0,0,0.014173600007779896,0.014165099943056703,92,57,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,20,48251643,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,5,92,0.2,218.8178587545225,193.77718739181208,193.77718739181208,25.040671362710412,0.0,False,1.0,0,0.014173600007779896,0.014165099943056703,92,57,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,20,48251643,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,1.0,1.0,25,5,92,0.2,218.8178587545225,193.77718739181208,193.77718739181208,25.040671362710412,0.0,False,1.0,0,0.014173600007779896,0.014165099943056703,92,57,20,20,0,0,0,0.0,1.0,0
Candidate,fp_025,21,48251644,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.967741935483871,1.0,25,4,74,0.2,384.767658865918,357.5017661794059,357.5017661794059,27.26589268651213,0.0,False,1.0,0,0.012762899976223707,0.013794600032269955,74,53,25,20,5,0,0,0.2,1.0,5
Exact local BIC,fp_025,21,48251644,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.967741935483871,1.0,25,4,74,0.2,384.767658865918,357.5017661794059,357.5017661794059,27.26589268651213,0.0,False,1.0,0,0.012762899976223707,0.013794600032269955,74,53,20,20,0,0,0,0.0,1.0,0
Greedy local BIC,fp_025,21,48251644,20,500,fp_025,20,3,4,0.25,0.0,0.0,0.0,homoskedastic,0,0,5,0.967741935483871,1.0,25,4,74,0.2,384.767658865918,357.5017661794059,357.5017661794059,27.26589268651213,0.0,False,1.0,0,0.012762899976223707,0.013794600032269955,74,53,20,20,0,0,0,0.0,1.0,0
