analysis,n,d,notears_seconds,pruning_seconds,num_bic_evaluations,avg_seconds_per_bic_evaluation,num_removed_edges,initial_edges,final_edges,total_notears_bp_seconds,memory_mb
real_data_original_scale,2556,37,122.51252920000115,12.278023400023812,13959,0.000879577577192,98,190,92,134.79055260002497,166.94921875
