abs_r,r,var1,var2
0.06142306661095874,0.06142306661095874,Interval_farrows,gilts_bred_rate
0.05913445838559181,-0.05913445838559181,Avg_parity_farrow,mortality_60days
0.05889807383872502,0.05889807383872502,Last_week_wean_bred_rate,HeadIn
0.05862263578804773,0.05862263578804773,Gestation_days,Cull_rate_annual
0.0583656124455742,0.0583656124455742,Total_born_avg,avg_parity_at_farrow
0.05709328402486846,0.05709328402486846,Total_born_avg,Last_week_wean_bred_rate
0.05699595935805258,-0.05699595935805258,Avg_parity_farrow,PWMFyear
0.056872452548552735,0.056872452548552735,services_per_inventory_N_rate,Lactation_days
0.05635306277054067,0.05635306277054067,mated_inventory_20wks,prenatal_losses_avg
0.05609992928292281,-0.05609992928292281,Avg_parity_farrow,Litters_female_year
0.05477946364325729,0.05477946364325729,prenatal_losses_avg,services_per_inventory_N_rate
0.054507330235364713,-0.054507330235364713,mated_inventory_20wks,wean_to_service
0.054433947765206,0.054433947765206,Avg_parity_farrow,final_inventory
0.054091601118629824,-0.054091601118629824,Pre_weaning_mortality,repeats__rate
0.05392899905002396,0.05392899905002396,Total_born_avg,HeadIn
0.053921473937843876,-0.053921473937843876,Sow_Death_rate,final_inventory
0.0532953965148217,-0.0532953965148217,nonproductive_days,Pre_weaning_mortality
0.05327920701355836,0.05327920701355836,Pre_weaning_mortality,productive_days_rate
0.05297485077632934,-0.05297485077632934,Interval_farrows,HeadIn
0.05237686587601793,0.05237686587601793,wean_to_service,abortions_rate
0.05169936711360501,-0.05169936711360501,PWMFyear,Stillborn_avg
0.05148743671895684,-0.05148743671895684,wean_to_service,Pre_weaning_mortality
0.050050847273558643,0.050050847273558643,Stillborn_avg,productive_days_rate
0.05002895970948962,-0.05002895970948962,Sow_Death_rate,avg_parity_at_farrow
0.050014541117651835,-0.050014541117651835,nonproductive_days,Stillborn_avg
0.04949990119956251,0.04949990119956251,Pre_weaning_mortality,Farrowing__rate
0.04944712108509183,-0.04944712108509183,abortions_rate,HeadIn
0.048750076789497165,0.048750076789497165,gilts_bred_rate,Lactation_days
0.04871935884822687,0.04871935884822687,wean_to_service,services_per_inventory_N_rate
0.048014555685527795,-0.048014555685527795,Gestation_days,gilts_bred_rate
0.04746997301385075,-0.04746997301385075,Cull_rate_annual,mortality_60days
0.047382453963587645,-0.047382453963587645,Stillborn_avg,HeadIn
0.04680549058429825,-0.04680549058429825,Interval_farrows,final_inventory
0.04650231804333815,0.04650231804333815,prenatal_losses_avg,final_inventory
0.046434974666175424,-0.046434974666175424,PWMFyear,Sow_Death_rate
0.04569680860017597,0.04569680860017597,PWMFyear,Born_alive_avg
0.045557665930340205,0.045557665930340205,Interval_farrows,services_per_inventory_N_rate
0.04466744627411459,-0.04466744627411459,Mummies_avg,Pre_weaning_mortality
0.0444110669901858,0.0444110669901858,wean_to_service,Gestation_days
0.04439906123551341,-0.04439906123551341,wean_to_service,final_inventory
0.04328649999205509,-0.04328649999205509,Litters_female_year,number_services
0.042907544505937735,0.042907544505937735,Gestation_days,Farrowing__rate
0.04239528200550283,0.04239528200550283,PWSow,services_per_inventory_N_rate
0.04177617968164704,-0.04177617968164704,number_services,wean_to_service
0.04175524539124639,0.04175524539124639,gilts_bred_rate,Cull_rate_annual
0.04093115039626859,-0.04093115039626859,Litters_female_year,Stillborn_avg
0.040733865068250164,0.040733865068250164,Gestation_days,pregnant_105days_rate
