abs_r,r,var1,var2
0.021032853261752575,0.021032853261752575,Avg_parity_farrow,Lactation_days
0.020920653692684206,-0.020920653692684206,Stillborn_avg,Interval_farrows
0.020798826143061264,0.020798826143061264,Gestation_days,Pre_weaning_mortality
0.02063362829813024,0.02063362829813024,abortions_rate,services_per_inventory_N_rate
0.020585659514698,-0.020585659514698,Stillborn_avg,services_per_inventory_N_rate
0.020166401188772474,-0.020166401188772474,Stillborn_avg,Mummies_avg
0.019373672690771122,0.019373672690771122,Litters_female_year,Total_born_avg
0.019097125919132322,-0.019097125919132322,Litters_female_year,abortions_rate
0.019058239629179206,-0.019058239629179206,prenatal_losses_avg,gilts_bred_rate
0.01871815486174236,-0.01871815486174236,wean_to_service,Cull_rate_annual
0.01787809286202111,-0.01787809286202111,Litters_female_year,Mummies_avg
0.01756046468475732,0.01756046468475732,Sow_Death_rate,HeadIn
0.016855179853113706,-0.016855179853113706,Litters_female_year,mortality_60days
0.016283720151503082,-0.016283720151503082,PWMFyear,mortality_60days
0.016238802464313508,0.016238802464313508,mated_inventory_20wks,Cull_rate_annual
0.01591758127072255,0.01591758127072255,Mummies_avg,Sow_Death_rate
0.01582017245877781,-0.01582017245877781,Stillborn_avg,Lactation_days
0.015743207478478866,-0.015743207478478866,Avg_parity_farrow,Born_alive_avg
0.015358307635727545,-0.015358307635727545,PWMFyear,abortions_rate
0.015195561086963807,-0.015195561086963807,Litters_female_year,productive_days_rate
0.015147587219012123,0.015147587219012123,Litters_female_year,nonproductive_days
0.01473786211747801,0.01473786211747801,Pre_weaning_mortality,avg_parity_at_farrow
0.014684522518849464,-0.014684522518849464,repeats__rate,gilts_bred_rate
0.014522423482862664,-0.014522423482862664,PWMFyear,HeadIn
0.0137679029408012,0.0137679029408012,avg_parity_at_farrow,final_inventory
0.013653076762016828,-0.013653076762016828,Litters_female_year,Sow_Death_rate
0.013346560883792234,-0.013346560883792234,Litters_female_year,Cull_rate_annual
0.012851512217761476,-0.012851512217761476,Litters_female_year,services_per_inventory_N_rate
0.01283878873954621,-0.01283878873954621,prenatal_losses_avg,Interval_farrows
0.01223885107584691,-0.01223885107584691,Stillborn_avg,Last_week_wean_bred_rate
0.011317833376409916,0.011317833376409916,PWMFyear,gilts_bred_rate
0.011313293295100047,-0.011313293295100047,PWMFyear,Pre_weaning_mortality
0.011285368204147148,-0.011285368204147148,Pre_weaning_mortality,final_inventory
0.011060227565893902,-0.011060227565893902,PWMFyear,Mummies_avg
0.010820306504681408,-0.010820306504681408,Litters_female_year,Gestation_days
0.010768189742803568,0.010768189742803568,Born_alive_avg,Interval_farrows
0.010709358993311834,0.010709358993311834,Avg_parity_farrow,Interval_farrows
0.010587299144361679,-0.010587299144361679,Litters_female_year,Pre_weaning_mortality
0.010418300417639966,-0.010418300417639966,Pre_weaning_mortality,services_per_inventory_N_rate
0.010074721388296076,0.010074721388296076,Born_alive_avg,Pre_weaning_mortality
0.010062460208843911,-0.010062460208843911,Cull_rate_annual,Sow_Death_rate
0.009994273316036023,0.009994273316036023,Litters_female_year,wean_to_service
0.009800819644413691,0.009800819644413691,wean_to_service,Stillborn_avg
0.00950715199239358,0.00950715199239358,wean_to_service,Sow_Death_rate
0.00948178301723084,0.00948178301723084,gilts_bred_rate,avg_parity_at_farrow
0.009126279401481285,-0.009126279401481285,abortions_rate,avg_parity_at_farrow
0.009125714760368449,0.009125714760368449,Mummies_avg,Interval_farrows
0.009049459239630965,-0.009049459239630965,number_services,Pre_weaning_mortality
0.00863921016964651,0.00863921016964651,Avg_parity_farrow,Pre_weaning_mortality
0.00861852725139977,0.00861852725139977,Stillborn_avg,PWSow
0.008115736683855217,-0.008115736683855217,PWMFyear,Gestation_days
0.008038088034009912,0.008038088034009912,Pre_weaning_mortality,Lactation_days
0.0077654857366857375,-0.0077654857366857375,Avg_parity_farrow,gilts_bred_rate
0.007489306047982554,0.007489306047982554,Stillborn_avg,repeats__rate
0.007312948822698942,-0.007312948822698942,mated_inventory_20wks,Interval_farrows
0.007309031026035723,-0.007309031026035723,PWSow,Sow_Death_rate
0.006752663427002687,-0.006752663427002687,Pre_weaning_mortality,PWSow
0.006688602244299953,0.006688602244299953,Stillborn_avg,pregnant_105days_rate
0.005951960058253506,-0.005951960058253506,Cull_rate_annual,final_inventory
0.005919013163451782,-0.005919013163451782,Avg_parity_farrow,Cull_rate_annual
0.005302305104505264,0.005302305104505264,services_per_inventory_N_rate,avg_parity_at_farrow
0.005197309588703351,0.005197309588703351,Pre_weaning_mortality,gilts_bred_rate
0.004863346119978179,0.004863346119978179,Born_alive_avg,avg_parity_at_farrow
0.004128689099222812,0.004128689099222812,PWMFyear,wean_to_service
0.003914705997008096,0.003914705997008096,Stillborn_avg,Cull_rate_annual
0.003637173912377008,0.003637173912377008,PWMFyear,services_per_inventory_N_rate
0.003447611158556792,0.003447611158556792,productive_days_rate,Cull_rate_annual
0.0033629657995088067,0.0033629657995088067,Pre_weaning_mortality,Last_week_wean_bred_rate
0.003349662683704804,-0.003349662683704804,nonproductive_days,Cull_rate_annual
0.0030599269532399142,-0.0030599269532399142,mated_inventory_20wks,Pre_weaning_mortality
0.0030061329745498374,0.0030061329745498374,Total_born_avg,Interval_farrows
0.0028153085450969765,0.0028153085450969765,Interval_farrows,PWSow
0.0026516864394238535,0.0026516864394238535,Avg_parity_farrow,services_per_inventory_N_rate
0.0008922124538665889,-0.0008922124538665889,Litters_female_year,gilts_bred_rate
0.00020068896515083973,-0.00020068896515083973,Stillborn_avg,Farrowing__rate
